Questions-Hin,Questions-En,Answer-Hin,Answer-En
मुझ पर टीडीएस कब लागू होगा?,When do I become liable for TDS?,"आयकर अधिनियम, 1961 की धारा 194 ए (1) (3) (i) के अनुसार जब वित्तीय वर्ष के दौरान जमा की गई अथवा जमा की जानेवाली ब्याज राशि 10,000/-रु. से अधिक हो जाएगी तो पहले ब्याज की अदायगी से ही टीडीएस लागू हो जाएगा.10,000/-रु. की प्रारंभिक सीमा प्रति शाखा के हिसाब से लागू है.
नोटः टीडीएस प्रयोजन के लिए कर देयताओं की गणना शाखा स्तर पर की जाती है. अवयस्क द्वारा धारित जमाराशियों पर भी टीडीएस लगता है. टीडीएस का दावा वही व्यक्ति करेगा, जिसके हाथों अवयस्क की आय आएगी.","As per Income Tax Act, 1961 u/s 194A (1) (3) (i) where the amount or aggregate of the amounts of interest credited or likely to be credited or paid during the financial year exceeds Rs.10,000/-, TDS is applicable from the first interest flow.
Note: Deposits held by minors are also subject to TDS. The person in whose hands the minor's income is included can claim the credit for the TDS."
टीडीएस कब कटता है?,When is TDS done?,"वित्तीय वर्ष के दौरान जब कुल देय ब्याज 10,000/-रु. की सीमा से अधिक हो जाएगा तब खाते में ब्याज जमा करते समय टीडीएस लगाया जाएगा. संचयी जमाराशियों के मामले में ब्याज तिमाही आधार पर तथा मासिक ब्याज की अदायगी वाले एफडी पर मासिक अधार पर दिया जाता है.","TDS is done at the time of credit of interest to account if the total interest payable to the customer during the financial year is likely to exceed the limit of Rs.10,000/-. Interest is applied on quarterly basis for cumulative FDs and on monthly basis of monthly interest payout FDs."
क्या मेरी जमाराशियों में कोई परिवर्तन या वृद्धि होने पर मेरी टीडीएस देयताओं पर कोई असर पड़ेगा?,Does any change or enhancement in my deposit portfolio affect TDS liability?,"जी हाँ. यदि आपकी पुरानी जमाराशियों में कोई परिवर्तन या वृद्धि हुई, तो पुराने ब्याज और परिवर्तन स्वरूप अर्जित संचयी ब्याज की राशि वित्त वर्ष में 10,000 रुपये से अधिक हो जाने पर आपकी मौजूदा जमाराशियों के पूर्वानुमानित ब्याज पर टीडीएस कटेगा.","Yes. If the change or enhancement in your time deposit portfolio including that of earlier portfolio is likely to earn aggregate interest of more than Rs.10,000/- during the financial year, TDS will be applicable on the basis of projected interest."
"क्या एनआरओ जमा ब्याज पर टीडीएस की कोई प्रारम्भिक सीमा है?
",Is there any Threshold limit for TDS on NRO deposit interest?,"नहीं, एनआरओ जमा ब्याज पर टीडीएस की कोई प्रारम्भिक सीमा नहीं है अर्थात प्रथम आवेदन से ही बचत खाता जमा पर अर्जित ब्याज के साथ सभी ब्याज भुगतानों पर टीडीएस लागू होगा|","No. There is no threshold limit applicable for TDS on NRO Accounts, which means TDS will be applied on all interest payment including interest on savings bank deposits, right from very first application."
"क्या किसी गैर-वरिष्ठ नागरिक के साथ वरिष्ठ नागरिक खाता संयुक्त रूप में खोला जा सकता है?
",Can the senior citizen account be opened in a joint account with a non-senior citizen?,"किसी गैर-वरिष्ठ नागरिक के साथ खाता खोला जा सकता है, बशर्ते पहला खाताधारक वरिष्ठ नागरिक हो ताकि वह समयाधीन वरिष्ठ नागरिकों के लिए विशेष दरों का लाभ ले सके.","The account can be opened joint with a non-senior citizen, provided the first account holder is a senior citizen to avail special rates for senior citizen, if any."
"मैं मौजूदा ग्राहक हूँ, क्या इस सुविधा का लाभ उठाने के लिए मुझे पृथक् ग्राहक आईडी के लिए आवेदन करना होगा?",I am an existing customer; do I need to apply for a separate Customer ID to avail of this facility?,"उसी ग्राहक आईडी का इस्तेमाल किया जा सकता है और इस योजना का लाभ उठाने के लिए पृथक् ग्राहक आईडी की आवश्यकता नहीं है|
यदि नई सावधि जमा बुक करते समय आपका बैंक में कोई पहले से सावधि जमा या परिचालित खाता नहीं है तो नई सावधि जमा खोलने के लिए आपको संपूर्ण केवाइसी दस्तावेज़ देने होंगे|","The existing Customer ID may be used and there is no need to create a separate Customer ID for booking of the fixed deposit.
For new FDs being booked, where you do not have an existing FD or an operative account, you will have to provide complete KYC documents for opening a Fixed Deposit."
मैं कितना ऋण ले सकता हूँ?,What are my loan limits?,"ए. न्यूनतम ऋण राशि: 
रु. 25,000
ए. न्यूनतम ऋण राशि: -
एक्सप्रेस क्रेडिट के तहत 30.00 लाख रुपए एवं एक्सप्रेस एलीट के तहत 35.00 लाख रुपए, सभी श्रेणियों में यह सीमा निवल मासिक आय (एनएमआई) के 24 गुना व लागू ईएमआई/एनएमआई अनुपात (50%/55%/60%/65%) के अधीन है।","Minimum Loan amount:-
Rs 25,000
B.Maximum Loan amount:-
Rs 30.00 lacs under Xpress Credit and Rs 35.00 lacs under Xpress Elite subject to 24 times Net Monthly Income (NMI) and applicable EMI/ NMI ratio (50%/ 55%/ 60% /65%) for all categories."
क्या मेरे जीवनसाथी की आय को ऋण राशि की गणना में शामिल किया जा सकता है?,Can my spouse’s income be included for calculating the loan amount?,"नहीं, ऋण राशि की गणना में जीवनसाथी की आय को नहीं जोड़ा जा सकता। हालाँकि, पात्र होने पर, आपके जीवनसाथी दूसरे ऋण के लिए अलग से आवेदन कर सकते हैं।","No, spouse income cannot be added for calculating loan amount. However, if eligible, spouse may apply for another loan separately."
मुझे कौन से दस्तावेज़ देने होंगे?,What are the important documents that I need to provide?,"पासपोर्ट आकार का नवीनतम फोटो – 2
नियोक्ता द्वारा जारी पहचान पत्र की प्रति
बैंक खाता विवरण, यदि वेतन खाता एसबीआई में नहीं है
पिछले 6 महीने की वेतन पर्ची अथवा नवीनतम फॉर्म 16 (यदि आयकरदाता हैं)
स्थायी खाता संख्या (पैन)
पहचान और वर्तमान पते के प्रमाण के रूप में, नीचे उल्लिखित आधिकारिक रूप से वैध दस्तावेजों (ओवीडी) की एक प्रति:
	
i. पासपोर्ट
ii. ड्राइविंग लाइसेंस
iii. आधार संख्या होने का प्रमाण
iv. भारत निर्वाचन आयोग द्वारा जारी मतदाता पहचान पत्र
v. राज्य सरकार के अधिकारी द्वारा विधिवत हस्ताक्षरित नरेगा जॉब कार्ड
vi. राष्ट्रीय जनसंख्या रजिस्टर द्वारा जारी पत्र जिसमें नाम और पते का विवरण हो।","Latest passport size photographs – 2
Copy of identity card issued by the employer
Bank account statement if the salary account is not maintained with SBI.
Last 6 months' salary slip or latest Form 16 (in case of Income Tax Payee)
Permanent Account Number (PAN).
At least one copy of the Officially Valid Documents (OVDs) mentioned below, as proof of identity and current address:

i. Passport
ii. driving license
iii. Proof of possession of Aadhaar Number
iv. Voter's Identity Card issued by Election Commission of India
v. Job card issued by NREGA duly signed by an officer of the State Government.
v. Letter issued by the National Population Register containing details of name and address"
क्या मुझे कोई प्रतिभूति देनी होगी?,Do I have to pledge some form of security?,किसी प्रतिभूति की आवश्यकता नहीं है।,No security is required.
चुकौती कार्यक्रम क्या है?,What is the repayment schedule like?,अधिकतम चुकौती अवधि 6 वर्ष अथवा सेवा की शेष अवधि (दोनों में से जो भी कम हो) है।,The maximum repayment period is of 6 years or remaining period of service (whichever is lower).
ईएमआई क्या है?,What is EMI?,"ईएमआई का तात्पर्य एकसमान मासिक किश्त है। इस किश्त में मूलधन और ब्याज दोनों शामिल हैं। ऋण राशि, ब्याज दर और चुकौती अवधि के आधार पर अपने मासिक भुगतान का पता लगाने के लिए ईएमआई कैलकुलेटर यहाँ क्लिक करें का उपयोग करें। अपने वित्तीय संसाधनों और आवश्यकताओं के अनुरूप उपयुक्त विकल्पों का चयन करें।","EMI stands for Equated Monthly Installments. This installment comprises both principal and interest components. Use the EMI calculator click here to find out your monthly payments based on the loan amount, the rate of interest and the repayment period. Choose the combination that best meets your financial resources and requirements."
क्या मैं नियत समय से पहले ऋण चुका सकता हूँ? क्या इस पर कोई दंड है?,Can I prepay the loan? Are there any penalties?,"ईएमआई की पूर्ण या आंशिक पूर्व चुकौती तथा 3 वर्ष से पहले खाता बंद करने पर पूर्व भुगतान की गई राशि का 3% पूर्व चुकौती शुल्क के रूप में वसूला जाएगा।
नए ऋण खाता, जो समान योजना के तहत खोला गया हो, की राशि से खाता बंद करने पर कोई पूर्व चुकौती/मोचन निषेध शुल्क लागू नहीं होगा।
रक्षा ग्राहकों के लिए, ऋण अवधि पर विचार किए बिना, बिना पूर्व भुगतान/ मोचन निषेध शुल्क पर 100% छूट होगी।","Any prepayment of EMIs in full or in part and closure of account before 3 years will attract the prepayment charges of 3% on prepaid amount.
No prepayment/ foreclosure charges will be applicable if the account is closed from the proceeds of a new loan account opened under the same scheme.
In case of Defense customers, 100% waiver of prepayment/ foreclosure charges to be applicable irrespective of the loan tenure."
प्रसंस्करण शुल्क क्या है? क्या कोई अन्य प्रभार भी है?,What is the processing fee? Are there any other charges?,"प्रसंस्करण शुल्क ऋण राशि का 1.50% + लागू जीएसटी (न्यूनतम 1000 रुपए+जीएसटी, अधिकतम 15000 रुपए) [कुछ श्रेणी के ग्राहकों के लिए माफ/छूट] है।
राज्य स्टाम्प अधिनियम के अनुसार स्टाम्प शुल्क से संबंधित वास्तविक खर्च आवेदक को वहन करने होंगे। कोई अन्य छिपा हुआ प्रभार नहीं है।","Processing fee is 1.50% of the Loan Amount + applicable GST (Min. Rs 1000 plus GST, Max. Rs 15000) [waived/ discounted for certain category of customers]
Applicant will also be liable to bear the actual expenses pertaining to Stamp duty as per State Stamp Act. There are no other hidden charges."
क्या मैं अपने ऋण के लिए नियत या फ्लोटिंग दर के विकल्प में से चुन सकता हूँ?,Do I have the option of choosing a fixed or floating rate for the loan?,"नहीं, बैंक द्वारा 2 वर्षीय एमसीएलआर से जुड़ी नियत ब्याज दर पर ऋण प्रदान किया जाता है। नवीनतम ब्याज दर के लिए  यहाँ क्लिक करें।","No, the loan is provided on fixed rate of interest, linked to 2-Yr MCLR of the Bank . Click here for latest rate of interests"
एसबीआई वैयक्तिक ऋण अन्य बैंकों द्वारा दिए जाने वाले ऋणों से कैसे बेहतर है?,How does SBI Personal loan compare with those offered by other banks?,"हमारी ब्याज दर और लागू शुल्क पूर्णत: पारदर्शी है।
हम बिना किसी प्रतिभूति या संपार्श्विक के प्रतिस्पर्धी ब्याज दरों पर वैयक्तिक ऋण प्रदान करते हैं।
हम किसी भी व्यक्तिगत जरूरत या आवश्यकता के लिए ऋण प्रदान करते हैं, राशि का निर्धारण चुकौती क्षमता के आधार पर किया जाता है, न किसी विशेष उद्देश्य के लिए।
हम दैनिक घटते शेष के आधार पर ब्याज लेते हैं, जबकि कई अन्य बैंकों द्वारा वार्षिक घटते शेष के आधार पर ब्याज लिया जाता है।","There is total transparency with regard to the rate of interest and the fees charged by us.
We offer personal loans at the competitive rates of interest, with no security or collateral
We provide finance for any personal need or requirement, amount being determined on the basis of repaying capacity and not for any speculative purpose.
We levy interest based on daily reducing balance, unlike the annual reducing balance method used by several other banks."
दैनिक/मासिक घटते शेष पर ब्याज की गणना किए जाने से मुझे कैसे लाभ होगा?,How do I benefit if the interest is calculated on a daily/monthly reducing balance?,"वार्षिक घटती शेष राशि पर ब्याज लगाए जाने से आपको एक वर्ष के दौरान चुकाई गई राशि पर भी ब्याज देना होगा क्योंकि किसी वर्ष के लिए ब्याज की गणना वर्ष की शुरुआत में बकाया शेषराशि के आधार पर निर्धारित की जाती है।
दैनिक घटती शेष राशि पर ब्याज के मामले में, जैसा हम करते हैं, ब्याज की गणना बकाया ऋण राशि पर की जाती है। हर बार ईएमआई का भुगतान करने या कुछ पूर्व-भुगतान करने पर बकाया राशि कम हो जाती। इससे आपकी प्रभावी ब्याज दर काफी कम हो जाती है।","On an annual reducing balance method, you will continue to pay interest on amounts you repay during the coming one year as the interest for the year is determined on the basis of the balance outstanding at the beginning of the year.
In the case of the daily reducing balance, which is the methodology we employ, your interest is calculated only on the outstanding loan amount, which reduces every time you pay off your EMIs or make any prepayments. This in essence lowers your effective rate of interest significantly."
मुझे कौन-कौन से महत्वपूर्ण दस्तावेज प्रस्तुत करना है?,What are the important documents that I need to provide?," पूरी तरह भरे गए आवेदन फार्म के साथ आपको निम्नलिखित दस्तावेजों को प्रस्तुत करना है। जब संयुक्त रूप से ऋण लिया जाता है तब प्रासंगिक जानकारी अभिभावक व विद्यार्थी दोनों से संबंधित है

भारत में स्कूली एवं स्नातक शिक्षा के लिए पिछली परीक्षा की अंक तालिका
कोर्स में भर्ती का प्रमाण
कोर्स का खर्च कार्यक्रम
छात्रवृत्ति इत्यादि की पुष्टि करने वाले पत्रों की प्रतियां
विदेशी विनिमय परमिट यदि लागू है तो उसकी प्रतियां
2 पासपोर्ट आकार के फोटोग्राफ
ऋणी के बैंक खाते की पिछली 6 महीनों की विवरणी
दो वर्ष से कम के आयकर निर्धारण आदेश
ऋणी के आस्ति एवं देयताओं की संक्षिप्त विवरणी

	अगर आप बैंक के वर्तमान ग्राहक नहीं है तो आपको अपना पहचान तथा आवास का प्रमाण देना होगा।","You will need to furnish the following documents along with the completed application form. Relevant information would relate to the guardian and the student both, when the loan is jointly taken.

Mark sheet of last qualifying examination for school and graduate studies in India
Proof of admission to the course
Schedule of expenses for the course
Copies of letter confirming scholarship, etc.
Copies of foreign exchange permit, if applicable.
2 passport size photographs
Statement of Bank account for the last six months of borrower
Income tax assessment order not more than 2 years old
Brief statement of assets and liabilities of borrower.

	If you are not an existing bank customer you would also need to establish your identity and give proof of residence."
क्या किसी तरह का प्रभार या प्रक्रिया शुल्क लागू है ?,Are there any charges or processing fee?,"20 लाख रुपए तक के शिक्षा ऋण के लिए कोई अतिरिक्त प्रभार या प्रक्रिया शुल्क नहीं लगता है। 20 लाख रुपए से अधिक के ऋणों के लिए प्रक्रिया शुल्क ₹10000 + लागू जीएसटी लिया जाएगा।
स्कालर लोन के लिए भले ही ऋण राशि कितना भी क्यों न हो अतिरिक्त प्रभार या प्रक्रिया शुल्क नहीं लगेगा।
संपार्श्विक के रूप में प्रस्तुत भूमि/संपत्ति के मामले में विधिक/ मूल्यांकन/ बंधक प्रभार लागू होंगे (पूर्ववर्ती पॉइंट को दोहराया गया है)","There is no additional charge or processing fee for education loans upto  20 lakhs. For loans above 20 lakhs, processing fee of  10,000 + GST is applicable.
For Scholar loans, there is no additional charge or processing fee irrespective of the loan amount.
In case of land/ property offered as collateral, legal/ valuation/ mortgage charges will be applicable
In case of land/ property offered as collateral, legal/ valuation/ mortgage charges will be applicable"
"चूंकि अधिस्थगन अवधि दी गई है, मेरी चुकौती कार्यक्रम का निर्धारण कैसे किया जाएगा?","Since there is a moratorium period, how will my repayments be determined?",चुकौती की शुरुआत के समय अधिस्थगन अवधि के लिए बकाया ब्याज की राशि को ऋण राशि से जोड़ा जाएगा। चुकौती शुरू होने से एक समान मासिक किस्त का निर्धारण इस राशि के संबंध में किया जाएगा।,The outstanding interest for the moratorium period will be added to the loan amount at the time of commencement of the repayment. The EMI will be determined on this amount at the time the repayment is to commence.
एक समान किस्त क्या है?  इसकी गणना कैसे की जाती है??,What is EMI? How is it calculated?,अधिस्थगन अवधि के बकाया ब्याज राशि को चुकौती कार्यक्रम की शुरूआत में ऋण राशि के साथ मिलाया(योग/ जोड़) जाएगा। चुकौती शुरू करने के पहले इस राशि पर एक समान मासिक किस्त का निर्धारण किया जाएगा।,The outstanding interest for the moratorium period will be added to the loan amount at the time of commencement of the repayment. The EMI will be determined on this amount at the time the repayment is to commence
एक समान किस्त क्या है?  इसकी गणना कैसे किया जाता है?,What is EMI? How is it calculated?,ईएमआई का अर्थ एक समान मासिक किस्त है। इस किस्त में मूलधन एवं ब्याज के घटक निहित है। आपकी इएमआई की गणना आपके द्वारा चुनी गई चुकौती अवधि पर निर्भर होगी। लंबी अवधि की तुलना में अल्पावधि चुकौती चुनने पर इएमआई की राशि अधिक होगी। चुकौती अवधि कम होने पर ऋण की अवधि के दौरान देय ब्याज की लागत कम हो जाता है।,"EMI stands for Equated Monthly Instalments. This instalment comprises both principal and interest components. Your EMI would be calculated depending on the tenor you choose, to repay your loan. The EMI would be higher if you choose to repay within a shorter period as against a longer-term loan. A shorter repayment period, however, reduces your interest cost over the term of the loan."
चुकौती कार्यक्रम कब से शुरू होगा?,What is the repayment schedule like?,"चुकौती कार्यक्रम कोर्स की अवधि के एक साल बाद या नौकरी पाने के छः महीने के बाद, जो भी पहले हो, शुरू होगा। आपको कम से कम एक इएमआई के बराबर की राशि मासिक आधार पर भुगतान करना है। तथापि आप एक इएमआई से अधिक राशि का भुगतान कर सकते है जिसके लिए हम किसी प्रकार का पूर्व भुगतान जुर्माना नहीं लेंगे।","The repayment would begin one year after the course period or six months after you get a job, whichever is earlier. You are expected to pay a minimum amount equivalent to the EMI on a monthly basis. However, you can choose to pay more than the EMI, and we do not charge any prepayment penalty."
एसबीआई शिक्षा ऋण किस शाखा से प्राप्त किया जा सकता है?,Where can I avail of a SBI educational loan?,"स्कॉलर ऋण:

क) शैक्षनिक संस्था के नजदीकी विशेष शाखा पर
ख) स्थायी निवास स्थान पर/ सह-उधारकर्ता के कार्य स्थल पर/ प्रतिभूति के रूप में दी जाने वाली आस्ति, यदि लागू है, पर प्राप्त किया जा सकता है।

अन्य स्कीमों के लिएः ऋण स्थायी निवास स्थान पर/ सह-उधारकर्ता के कार्य स्थल पर/ प्रतिभूति के रूप में दी जाने वाली आस्ति, यदि लागू है पर प्राप्त किया जा सकता है।“","For Scholar Loans:

Loan can be availed -
a. From the specially designated branch near to the educational institute.
b. At the place of permanent residence/ place of employment of co-borrower/ location of property offered as security, if applicable.

Other schemes: Loan can be availed at the place of permanent residence/ place of employment of co-borrower/ location of property offered as security, if applicable”"
कार ऋण क्या है?,what is car loan ?,कार ऋण एक ऋण है जो (i) कार ऋण (II) पूर्व-स्वामित्व वाली कार की खरीद के लिए लिया जाता है. व्यक्तिगत रूप से या संयुक्त रूप से करीबी रिश्तेदारों के साथ प्राप्‍त किया जा सकता है. बैंक वित्त से खरीदे गए वाहन को प्रतिभूति के रुप में रखा जाएगा.,Car loan is a loan availed for (i) Car Loan (II) Pre-owned Car loan. Can be availed individually or jointly with close relatives. The Vehicle purchased out of Bank Finance is taken as security.
पिन खोने/भूलने की दशा में इसे बदलने की प्रक्रिया क्या है?,"What is the procedure to change the PIN, if lost/forgotten?","कार्डधारक पिन रिसेट करने के लिए अपने पंजीकृत मोबाइल नंबर से आईवीआर नंबर 040-30913707 पर कॉल कर सकते हैं. कॉल के दौरान पिन को रिसेट करने हेतु मार्गदर्शन किया जाएगा. दूसरे विकल्प के रूप में पिन को रिसेट करने के लिए bobsupport@cardbranch.comपर मेल करें. प्रभार राशि के रूप में रु. 100/- (लागू जीएसटी सहित) लागू है.
","Cardholder may call at our IVR number 040 30913707 from their registered mobile number to reset the PIN. Caller will be guided to reset the PIN during the call. Alternately, they can write to  bobsupport@cardbranch.comto reset the PIN. Charge of Rs. 100 (inclusive of applicable GST) is applicable."
स्वचालित टेलर मशीन (एटीएम) क्या है?,What is an Automated Teller Machine (ATM)?,स्वचालित टेलर मशीन एक कम्प्यूटरीकृत मशीन है जो बैंक के ग्राहकों को नकदी निकालने के लिए अपने खातों तक एक्सेस करने और बैंक की शाखा में गए बिना वित्तीय लेनदेन करने की सुविधा प्रदान करती है.,Automated Teller Machine is a computerised machine that provides the Bank’s customers the facility of accessing their accounts for dispensing cash and to carry out other financial transactions without the need of actually visiting a bank branch.
"क्या बैंक से विदेशी मुद्रा ऋण भी उपलब्ध है, यदि हां, तो क्या इसका विदेशों में लाभ उठाया जा सकता है?","Whether a foreign currency loan is also available from the Bank, if yes, whether can it be availed overseas?",बैंक ऑफ़ बड़ौदा भारत में कारपोरेट्स के लिए विदेशी मुद्रा ऋण के सर्वाधिक महत्वपूर्ण प्रदाताओं में से एक है. इसके अतिरिक्त बैंक ऑफ़ बड़ौदा के पास भारतीय बैंकों की तुलना में विदेशी शाखाओं का सबसे बड़ा नेटवर्क है. बैंक विश्व में कहीं भी आपकी पसंदीदा विदेशी मुद्रा ऋण में उपलब्ध करा सकता है.,"
Bank of Baroda is among the most prominent purveyors of Foreign Currency Loans to Corporates in India. Moreover, due to the fact that Bank of Baroda has the largest network of overseas branches among all Indian Banks, the Bank can make available the foreign currency loan anywhere in the Globe and that too in the currency of your choice"
मोबाइल बैंकिंग (बॉब वर्ल्ड) के प्रमुख लाभ क्या है?,What is the key benefit of Mobile banking (bob World)?,आप मोबाइल फोन का उपयोग करके अपने घर पर आराम से कभी भी समय आसानी से 220 से अधिक बैंकिंग सेवाओं का लाभ उठा सकते हैं.,You can avail more than 220 banking services around the clock conveniently from the comfort of your home using a mobile phone.
मेरा डेबिट कार्ड एटीएम पर काम नहीं करता है .,My debit card doesn’t work on ATMs.,"निम्नलिखित कुछ कारणों से डेबिट कार्ड एटीएम पर काम नहीं करता है:

डेबिट कार्ड ब्लॉक हो सकता है.

डेबिट कार्ड को ठीक से स्वाइप न किया गया हो.

डेबिट कार्ड के खराब/क्षतिग्रस्त हो जाने से कार्ड रीडर कमजोर होने के कारण एटीएम द्वारा इसे स्वीकार नहीं किया जाता है. ऐसा होने पर किसी आप दूसरे एटीएम में प्रयास कर सकते हैं और यदि फिर भी यह काम नहीं करता है, तो अपनी शाखा में एक नए कार्ड के लिए अनुरोध करें. आप बॉब वर्ल्ड (मोबाइल बैंकिंग) / बड़ौदा कनेक्ट (इंटरनेट बैंकिंग) / संपर्क केंद्र के माध्यम से भी डेबिट कार्ड के लिए आवेदन कर सकते हैं.

किसी कारणवश आपका खाता शाखा स्तर पर निष्क्रिय या बंद हो सकता है. खाते की स्थिति जानने के लिए कृपया अपनी शाखा से संपर्क करें.

ग्राहक गलत पिन का उपयोग कर रहा होगा.

एटीएम से कनेक्टिविटी फेल होने पर ऐसी स्थिति में कृपया थोड़ी देर बाद कोशिश करें या दूसरे एटीएम का इस्तेमाल करें.","Debit card does not work on ATMs due to some of the following reasons

The debit card may be blocked.
The debit card may not have swiped the card properly.
The Debit card might have got damaged/deteriorated due to which it is not accepted by the ATM where the card reader may be weak. In such case you may try at another ATM and if still does not work, request for a new card to your branch. You may also apply for debit card through bob World (Mobile Banking) / Baroda Connect (Internet Banking) /Contact Centre.
Account may be inoperative or frozen at the branch level due to some reason. Please contact your branch to know the account status.
Customer may be using the wrong PIN.
Connectivity from the ATM has failed. In such case, please try after some time or use another ATM."
वाहन ऋण की जांच कैसे करें ?,how to check loan on vehicle?,"आप उधारकर्ता के आरसी बुक का सत्यापन कर सकते हैं. यदि उसने किसी अन्‍य वित्तीय संस्थान से ऋण लिया है, तो आरसी बुक में वित्‍तपोषणकर्ता बैंक / वित्‍तीय संस्‍थान का नाम प्रदर्शित किया गया होगा.","You can verify RC Book of the Borrower. If he has taken Loan from any Financial Institution, RC Book indicates name of Financer Bank / FI"
"कार्ड में अधिकतम और न्यूनतम कितनी राशि लोड की जा सकती है?
",What is the minimum and maximum amount that can be loaded on that card?,"किसी भी समय कार्ड में न्यूनतम रु. 100/- की राशि और अधिकतम रु.50,000/- की राशि लोड की जा सकती है.","Minimum amount that can be loaded is Rs. 100. Maximum amount permitted in a card at any given point of time is Rs. 50,000"
"क्या 16 साल की उम्र में छात्र ऋण प्राप्त कर सकते हैं?
",Can one get student loans at the age of 16?,"जी हां. शिक्षा ऋण की पात्रता के लिए छात्र की आयु के संबंध में कोई विशेष प्रतिबंध नहीं है.

",YES . There is no specific restriction with regard to the age of the student to be eligible for education loan
क्या कार्ड को पुनः लोड किया जा सकता है?,Whether the card can be reloaded?,"जी हाँ, ग्राहक कार्ड की वैधता अवधि के दौरान किसी भी समय कार्ड को पुनः लोड कर सकते हैं. कार्ड को 24 घंटे के भीतर रिलोड किया जाएगा. ग्राहक रीलोड अनुरोध के लिए जारीकर्ता शाखा से अवश्य संपर्क करें.","Yes, customer can reload the card anytime during the validity of card. Card will be reloaded within 24 hours. Customer must approach the issuing branch to request reloading the card."
मैं किसी डीपी का चयन कैसे करूं? क्या सभी डीपी समान हैं?,How do I select a DP? Whether all DPs are same?,"आप अपने डीपी का चयन ठीक वैसे ही डीमैट खाता खोलने के लिए कर सकते हैं जैसे आप बचत खाता खोलने के लिए बैंक का चयन करते हैं. डीपी के चयन के लिए कुछ महत्वपूर्ण कारक निम्नानुसार हो सकते हैं:

सुविधाजनक - कार्यालय/निवास से निकटता, कारोबार समय.
सहूलियत - डीपी की प्रतिष्ठा, संगठन के साथ अतीत का जुड़ाव, डीपी की उस विशिष्ट सेवा को देने क्षमता है, जिसकी आपको आवश्यकता हो सकती है.
लागत – डीपी द्वारा लगाया जाने वाला प्रभार एवं सेवा गुणवत्ता.","You can select your DP to open a demat account just like you select a bank for opening a savings account. Some of the important factors for the selection of a DP can be:

Convenience: Proximity to the office/residence, business hours.

Comfort:Reputation of the DP, past association with the organisation, whether the DP is in a position to give the specific service you may need.

Cost: The service charges levied by DP and the service standards-"
एनआरआई अपना डीमैट खाता कहां खोल सकते है?,Where can an NRI open a demat account?,"एनआरआई , ग्राहक हमारी किसी भी नामित शाखा में डीमैट खाता खोल सकते हैं. एनआरआई द्वारा डिपॉजिटरी प्रतिभागी से प्राप्त खाता खोलने के फॉर्म में प्रकार ('निवासी' के स्थान पर 'एनआरआई') और उप-प्रकार ('प्रत्यावर्तनीय' या 'गैर-प्रत्यावर्तनीय') का उल्लेख करना आवश्यकता है.",NRI can open a demat account with any of our identified branches for opening a demat account. The NRI needs to mention the type ('NRI' as compared to 'Resident') and the sub-type ('Repatriable' or 'Non-Repatriable') in the account opening form collected from the depository participant
क्या ऐसी संपत्ति बिना रिजर्व बैंक की अनुमति के बेची जा सकती है?,Can such property be sold without the permission of Reserve Bank?,"जी हां. रिजर्व बैंक ने ऐसी संपत्ति की बिक्री के लिए सामान्य रुप से अनुमति दी है. तथापि जहां संपत्ति भारतीय मूल के किसी अन्य विदेशी नागरिक द्वारा खरीदी जाती है, खरीद राशि के लिए निधि या तो भारत में अंतरित की जानी चाहिए या एनआरई / एफसीएनआर खातों में रखी गई शेष राशि से इसका भुगतान किया जाना चाहिए.","Yes. Reserve Bank has granted general permission for the sale of such property. However, where the property is purchased by another foreign citizen of Indian origin, funds towards the purchase consideration should either be remitted to India or paid out of balances in NRE/FCNR accounts."
डायल बॉब एवं कनेक्ट बॉब,Dial BOB and Connect BOB,आप इन सेवाओं का लाभ भारत और विदेश में 24 घंटे टेलीफोन / मोबाइल फोन (डायल बॉब के लिए) या पीसी / लैपटॉप (कनेक्ट बॉब के लिए) के माध्यम से ले सकते हैं.,"You can avail these services from anywhere in India and abroad, all the 24 hours through a telephone/mobile phone (for DialBOB) or PC/laptop (for ConnectBOB)."
